SKU,Size,Order Code,Model #,Description,Trend Description,Quantity,Cnt Qty,Price, CAD Net Price ,Multiplier, USD List Price , USD Net Price ,Weight (lbs),Notes
NS460,,,,1050MM MANHOLE BARREL RISER x 610,,,,202.52,,,,,1516,
NS461,2FT,,12403,900MM MANHOLE 2FT HIGH RISER,,,,202.2,,,,,908,
NS462,"3/4""",9128,LFU5B-Z3-LP, ,,,,201.63,,,,,,
NS463,"6""",,CORE-RS-0152,"CORE 6"" FOR 12"" WALL",,,,200.4,,,,,,
NS464,,,,2100 SERIES INTERIOR WHITE PAINT,,,,200,,,,,,
NS465,"1/2""",298500,LF223, ,,,,198.59,,,,,,
NS466,,,12508,1200MM MANHOLE BASE IN,,,,193.6,,,,,1200,
NS467,"3""",825211,77F-DI-FDA,,,,,193.26,,,,,,
NS468,"3/4""",9118,LFU5B-Z3, ,,,,191.75,,,,,,
NS469,"1/2""",9108,LFU5B-Z3-LP, ,,,,191.23,,,,,,
NS470,,,12412,900MM MANHOLE EXTENDED BASE,,,,188.7,,,,,900,
NS471,,,16153,266 SERVICE BOX COVER PAINTED STL LID - BLANK,,,,188.7,,,,,65,
NS472,,,16159,266 SERVCE BOX COVER PAINTED STL LID W/ RR HOLE,,,,188.7,,,,,65,
NS473,"14""",,,"CORE 14""",,,,188.49,,,,,,
NS474,,,,900MM MANHOLE BARREL RISER x 610,,,,185.44,,,,,935,
NS475,"1/2""",391002,LF009 QT,,,,,182.32,,,,,,
NS476,"1/2""",9100,LFU5B-Z3, ,,,,182.11,,,,,,
NS477,,,,1050MM MANHOLE BARREL STEP LID W/ RUNG,,,,180,,,,,970,
NS478,,,16793,3151/ 3152 WATER METER VAULT - SUMP GRATE,,,,178.2,,,,,13,
NS479,,,12457,1050MM MANHOLE BASE IN,,,,177.2,,,,,700,
NS480,1800MM,,,1800MM BARREL RISER SPRAY FOAM,,/FT,,175,,,,,,
NS481,"3/4"" - 1-3/4""",,CORE-RS-000S,"CORE 3/4"" - 1-3/4"" FOR 12"" WALL",,,,170.4,,,,,,
NS482,"2""",,CORE-RS-0051,"CORE 2"" FOR 12"" WALL",,,,170.4,,,,,,
NS483,"3""",,CORE-RS-0076,"CORE 3"" FOR 12"" WALL",,,,170.4,,,,,,
NS484,"4""",,CORE-RS-0102,"CORE 4"" FOR 12"" WALL",,,,170.4,,,,,,
NS485,"5""",,CORE-RS-0127,"CORE 5"" FOR 12"" WALL",,,,170.4,,,,,,
NS486,,,VC21-K7-2122,2122 EXTERIOR COATING,,,,163.8,,,,,,
NS487,1FT,,12496,1200MM MANHOLE 1FT HIGH RISER,,,,163.7,,,,,776,
NS488,"4""",,,102MM CORED HOLE - SMOOTH,,,,163.2,,,,,,
NS489,"2-1/2""",825210,77F-DI-FDA,,,,,162.97,,,,,,
NS490,"12""",,,"CORE 12""",,,,161.57,,,,,,
NS491,,,12415,900MM MANHOLE HD LID,,,,160.8,,,,,507,
NS492,,,12463,1050MM MANHOLE HD LID,,,,160.8,,,,,960,
NS493,"2""",825209,77F-DI-FDA,,,,,159.13,,,,,,
NS494,"10""",,CORE-RS-0254,"CORE 10"" FOR 6"" WALL",,,,158.4,,,,,,
NS495,"1""",63232,LF007M1 QT, ,,,,157.23,,,,,,
NS496,"2-1/2""",555108,LFFBV-3C,,,,,156.75,,,,,,
NS497,"2-1/2""",555116,LFFBVS-3C,,,,,156.75,,,,,,
NS498,,,16538,INTERIOR PAINT,,,,154.1,,,,,,
NS499,,,16535,EXTERIOR PAINT,,,,154.1,,,,,,
NS500,1500MM,,,1500MM BARREL RISER SPRAY FOAM,,/FT,,150,,,,,,
NS501,,,VCZZ-K1-SERVICE,FOAMING SERVICE (PER SECTION),,,,148.6,,,,,,
NS502,"3""",825202,77F-DI-125,,,,,148.55,,,,,,
NS503,,,16541,1.2M SERVICE VAULT 150MM HI RISER,,,,148.3,,,,,280,
NS504,,,,1200MM MANHOLE BARREL RISER x 300,,,,147.6,,,,,910,
NS505,"2""",792043,LF228A,,,,,146.56,,,,,,
NS506,,,16292,4040 SERVICE BOX 150MM RISER,,,,145.4,,,,,225,
NS507,,,12411,900MM MANHOLE BASE IN,,,,144.5,,,,,500,
NS508,"24""",,12720,"24"" KNOCK OUT",,,1,144.5,,,,,,
NS509,,,VC21-K4-2122,2121 INTERIOR COATING,,,,140.1,,,,,,
NS510,"2""",379116,LF777SI,,,,2,137,,,,,,
NS511,,,B-26B,"B-26B 24"" FRAME",,,,135.05,,,,,,
NS512,"2""",825200,77F-DI-125,,,,,130.77,,,,,,
NS513,"16""",,12718,"16"" KNOCK OUT",,,1,130,,,,,,
NS514,"2-1/2""",825201,77F-DI-125,,,,,128.35,,,,,,
NS515,"8""",,CORE-RS-0203,"CORE 8"" FOR 6"" WALL",,,,126.6,,,,,,
NS516,"3/4""",63231,LF007M3 QT, ,,,,126.13,,,,,,
NS517,1200MM,,,1200MM BARREL RISER SPRAY FOAM,,/FT,,125,,,,,,
NS518,"1/2""",63230,LF007 QT, ,,,,124.39,,,,,,
NS519,,,VC31-K7-ZZZZ,3151 EXTERIOR COATING,,,,121.2,,,,,,
NS520,,,16538,INTERIOR PAINT,,,,120.4,,,,,,
NS521,,,16535,EXTERIOR PAINT,,,,120.4,,,,,,
NS522,"10""",,,"CORE 10""",,,,118,,,,,,
NS523,1FT,,12445,1050MM MANHOLE 1FT HIGH RISER,,,,109.8,,,,,606,
NS524,,,50MM T-10W,"ADD FOR 2"" BRZ FLANGE KIT",,,,106.5,,,,,,
NS525,"12""",,12716,"12"" KNOCK OUT",,,1,105.9,,,,,,
NS526,,,VC15-K4-1500,1.5M INTERIOR PAINT,,,,105,,,,,,
NS527,"1""",100165,LFTWH-UTS-HCN-RV,"union fip x union sweat, 30 psi relief valve",,,,102.74,,,,,,
NS528,"14""",,16310,"5686 SERVICE BOX 14"" RISER SECTION W/ B.D. & RPVC HOLES",,,,101.2,,,,,220,
NS529,1FT,,12400,900MM MANHOLE 1FT HIGH RISER,,,,101.1,,,,,454,
NS530,"6""",,CORE-RS-0152,"CORE 6"" FOR 6"" WALL",,,,100.2,,,,,,
NS531,,,16223,37 SERVICE BOX COVER GALV CHECKERPLATE LID - BLANK,,,,100.2,,,,,30,
NS532,,,16229,37 SERVICE BOX COVER GALV CHECKERPLATE LID - ELEC/COMM,,,,100.2,,,,,30,
NS533,,,,CONCRETE RISER SPRAY FOAM,,/FT,,100,,,,,,
NS534,,,,1050MM MANHOLE BARREL RISER x 300,,,,99.6,,,,,790,
NS535,,,16538,1.2M SERVICE VAULT INTERIOR PAINT,,,,98.2,,,,,,
NS536,,,16535,1.2M SERVICE VAULT EXTERIOR PAINT,,,,98.2,,,,,,
NS537,,,16538,1.5M SERVICE VAULT INTERIOR PAINT,,,,98.2,,,,,,
NS538,,,16535,1.5M SERVICE VAULT EXTERIOR PAINT,,,,98.2,,,,,,
NS539,,,16619,1.2M SERVICE VAULT 150MM HIGH RISER RING,,,,95.3,,,,,300,
NS540,,,16619,1.5M SERVICE VAULT 150MM HIGH RISER RING,,,,95.3,,,,,300,
NS541,,,16619,150MM HIGH RISER RING,,,,95.3,,,,,300,
NS542,,,16619,150MM HIGH RISER RING,,,,95.3,,,,,300,
NS543,"1""",125288,LF25AUB Z3 DU Pex x Pex, ,,,,94.66,,,,,,
NS544,"1""",750165,"LF #15M2-F = 2""",,, ,1,94.49,,,,,,
NS545,"8""",,,"CORE 8""",,,,94.46,,,,,,
NS546,,,B-26F,"B-26F 24"" COVER",,,,93.2,,,,,,
NS547,"10""",,12714,"10"" KNOCK OUT",,,1,91.5,,,,,,
NS548,,,,900MM MANHOLE BARREL RISER x 300,,,,91.2,,,,,462,
NS549,"14""",,16111,"266 SERVICE BOX 14"" RISER SECTION W/B.D. & RPVC HOLES",,,,90.5,,,,,173,
NS550,,,SVTZ-41-0150,"915 RISER RINGS FOR C-23 6"" HIGH",,,,89.4,,,,,300,
NS551,,,SVTZ-41-0125,"915 RISER RINGS FOR C-23 5"" HIGH",,,,87.5,,,,,250,
NS552,"14""",,16313,"5686 SERVICE BOX 14"" RISER SECTION W/ RPVC HOLES",,,,87.4,,,,,220,
NS553,,,16241,37 SERVICE BOX COVER PAINTED STL LID - SEWER,,,,87.1,,,,,22,
NS554,"1-1/2""",792042,LF228A,,,,,86.86,,,,,,
NS555,,,SVTZ-41-0100,"915 RISER RINGS FOR C-23 4"" HIGH",,,,85.5,,,,,200,
NS556,"3/4"" - 1-3/4""",,CORE-RS-000S,"CORE 3/4"" - 1-3/4"" FOR 6"" WALL",,,,85.2,,,,,,
NS557,"2""",,CORE-RS-0051,"CORE 2"" FOR 6"" WALL",,,,85.2,,,,,,
NS558,"3""",,CORE-RS-0076,"CORE 3"" FOR 6"" WALL",,,,85.2,,,,,,
NS559,"4""",,CORE-RS-0102,"CORE 4"" FOR 6"" WALL",,,,85.2,,,,,,
NS560,"5""",,CORE-RS-0127,"CORE 5"" FOR 6"" WALL",,,,85.2,,,,,,
NS561,"1-1/2""",379115,LF777SI,,,,2,84.72,,,,,,
NS562,,,16616,1.2M SERVICE VAULT 125MM HIGH RISER RING,,,,83.8,,,,,250,
NS563,,,16616,1.5M SERVICE VAULT 125MM HIGH RISER RING,,,,83.8,,,,,250,
NS564,,,16616,125MM HIGH RISER RING,,,,83.8,,,,,250,
NS565,,,16616,125MM HIGH RISER RING,,,,83.8,,,,,250,
NS566,,,16244,37 SERVICE BOX COVER PAINTED STL LID - WATER,,,,83.2,,,,,22,
NS567,,,16238,37 SERVICE BOX COVER PAINTD STL LID - ELEC,,,,83.2,,,,,22,
NS568,"3/4""",125110,LFTWH-UT-HCN-RV,"unionfip x union fip, 150 psi relief valve",,,,82.69,,,,,,
NS569,"1/4""",121257,LF 560,,,,,82.55,,,,,,
NS570,,,VC21-K7-2122,2121 EXTERIOR COATING,,,,81.9,,,,,,
NS571,"2-1/2""",220084,77S1,,,,1,81.76,,,,,,
NS572,,,,MANHOLE SPACER - 900MM ACCESS x 100MM,,,,80,,,,,150,
NS573,"1""",9309,LF25AUB-Z3, ,,,,78.89,,,,,,
NS574,,122588,,,,43842,,78.75,,,,,,
NS575,,,,2400MM MANHOLE BARREL GASKETS,,,,76,,,,,,
NS576,,61894,9BD,"3/8"" FCT x 3/8"" FCT",,,,75.51,,,,,,
NS577,"14""",,16114,"266 SERVICE BOX 14"" RISER SECTION W/RPVC HOLES",,,,74.2,,,,,173,
NS578,,122588,,,,24,,73.5,,,,,,
NS579,,,16613,1.2M SERVICE VAULT 100MM HIGH RISER RING,,,,73.2,,,,,200,
NS580,,,16613,1.5M SERVICE VAULT 10MM HIGH RISER RING,,,,73.2,,,,,200,
NS581,,,16613,100MM HIGH RISER RING,,,,73.2,,,,,200,
NS582,,,16613,100MM HIGH RISER RING,,,,73.2,,,,,200,
NS583,"8""",,12712,"8"" KNOCK OUT",,,1,72.2,,,,,,
NS584,"3/4""",125287,LF25AUB Z3 DU Pex x Pex, ,,,,71,,,,,,
NS585,,,16235,37 SERVICE BOX COVER PAINTED STL LID - BLANK,,,,70.9,,,,,22,
NS586,"6""",,,"CORE 6""",,,,70.85,,,,,,
NS587,"14""",,16307,"5686 SERVICE BOX 14"" RISER SECTION W/ BOLTDOWN HOLES",,,,69,,,,,220,
NS588,,122588,,,,48,,68.25,,,,,,
NS589,,,VC15-K7-1500,1.5M EXTERIOR PAINT,,,,66.1,,,,,,
NS590,"5-1/2""",,,"CORE 5-1/2""",,,,64.94,,,,,,
NS591,"1""",750164,"LF #15M2-E = 1-1/2""",,, ,1,64.55,,,,,,
NS592,"1-1/4""",379114,LF777SI,,,,3,63.35,,,,,,
NS593,"1/2""",9236,LF25AUB-Z3-LP, ,,,,61.69,,,,,,
NS594,"3/4""",9280,LF25AUB-Z3-LP, ,,,,61.68,,,,,,
NS595,"1-1/4""",792041,LF228A,,,,,61.13,,,,,,
NS596,,,,MANHOLE SPACER - 750MM ACCESS x 100MM,,,,60,,,,,120,
NS597,,,,MANHOLE SPACER - 900MM ACCESS x 50MM,,,,60,,,,,75,
NS598,"0"" - 5""",,,"CORE 0"" - 5""",,,,59.4,,,,,,
NS599,,,50MM T-10W,ADD FOR PIT ANTENNA,,,,58,,,,,,
NS600,"1""",750163,"LF #15M2-D = 1-1/4""",,, ,1,57.86,,,,,,
NS601,,6644,2-M2,,,,24,57.83,,,,,,
NS602,"1/2""",9217,LF25AUB-Z3, ,,,,56.01,,,,,,
NS603,"1/2""",9237,LF25AUBS-Z3, ,,,,56.01,,,,,,
NS604,"3/4""",9257,LF25AUB-Z3, ,,,,56.01,,,,,,
NS605,"3/4""",9282,LF25AUBS-Z3, ,,,,56.01,,,,,,
NS606,"14""",,16108,"266 SERVICE BOX 14"" RISER SECTION W/B.D. HOLES",,,,55.9,,,,,173,
NS607,"2""",555107,LFFBV-3C,,,,,54.16,,,,,,
NS608,"2""",555115,LFFBVS-3C,,,,,54.16,,,,,,
NS609,"14""",,16304,"5686 SERVICE BOX 14"" RISER SECTION",,,,51.8,,,,,220,
NS610,"2""",68094,IPF-T-M1,,,,,50.45,,,,,,
NS611,"2""",68099,IPF-S-M1,,,,,50.45,,,,,,
NS612,"6""",,12710,"6"" KNOCK OUT",,,1,48.2,,,,,,
NS613,"6""",,16319,"5686 SERVICE BOX 6"" BASE SECTION",,,,48.2,,,,,290,
NS614,6FT,,13113,6FT TUF-STOP PARKING CURB,,,,48.2,,,,,,
NS615,"7""",,16316,"5686 SERVICE BOX 7"" RISER SECTION",,,,45.3,,,,,175,
NS616,,,16220,37 SERVICE BOX COVER CAST IRON LID - WATER,,,,44.7,,,,,25,
NS617,,,16217,37 SERVICE BOX COVER CAST IRON LID - STORM,,,,44.7,,,,,25,
NS618,,,16214,37 SERVICE BOX COVER CAST IRON LID - SEWER,,,,44.7,,,,,25,
NS619,,,16213,37 SERVICE BOX COVER CASR IRON LID - SANITARY,,,,44.7,,,,,25,
NS620,,,16208,37 SERVICE BOX COVER CAST IRON LID - RR HOLE,,,,44.7,,,,,25,
NS621,"14""",,16105,"266 SERVICE BOX 14"" RISER SECTION",,,,44.3,,,,,173,
NS622,,,,MANHOLE SPACER - 750MM ACCESS x 50MM,,,,44,,,,,60,
NS623,"3/8""",792077,# 7C,,,,12,43.83,,,,,,
NS624,"6""",,16120,"266 SERVICE BOX 6"" BASE SECTION",,,,43.3,,,,,197,
NS625,,,16352,5686 SERVICE BOX RPVC SUPPORTS,,2,,43.2,,,,,3,
NS626,7FT,,13109,7FT CURB STOP,,43850,,42.4,,,,,,
NS627,"1""",379113,LF777SI,,,,6,42.14,,,,,,
NS628,,,16162,266 SERVICE BOX RPVC SUPPORTS,,2,,39.6,,,,,2,
NS629,"3/8""",792076,# 7,,,,12,38.87,,,,,,
NS630,,,16702,32MM SHOULDER EYE BOLT,,,,38.5,,,,,5,
NS631,,,16702,32MM SHOULDER EYE BOLT,,,,38.5,,,,,5,
NS632,"1/2""",121239,LFTP300S,,,,24,38.48,,,,,,
NS633,"1/2""",121238,LFTP300T,,,,24,38.48,,,,,,
NS634,,,16380,37 SERVICE BOX WELD MARK-STEEL COVER (4 LETTERS),,,,38.2,,,,,,
NS635,"1-1/4""",67792,PIPF-T,,,,,37.84,,,,,,
NS636,"1-1/4""",67795,PIPF-S,,,,,37.84,,,,,,
NS637,"1-1/4""",220077,77SCI,,,,6,37.67,,,,,,
NS638,"7""",,16117,"266 SERVICE BOX 7"" RISER SECTION",,,,37.6,,,,,90,
NS639,"12""",,16193,"37 SERVICE BOX 12"" RISER SECTION W/ BOLTDOWN HOLES",,,,36.4,,,,,99,
NS640,"12""",,16247,"37 SERVICE BOX 12"" RISER SECTION (MAPLE RIDGE)",,,,36.4,,,,,99,
NS641,"1/2"" x 12""",723138P,FHB-1 ,"12""",,,6,36.04,,,,,,
NS642,"1-1/2""",555106,LFFBV-3C,,,,,35.32,,,,,,
NS643,"1-1/2""",555114,LFFBVS-3C,,,,,35.32,,,,,,
NS644,"2""",220081,77S1,,,,1,34.71,,,,,,
NS645,,,,1800MM MANHOLE BARREL GASKETS,,,,33.6,,,,,,
NS646,"1""",67791,PIPF-T,,,,,32.79,,,,,,
NS647,"1""",67794,PIPF-S,,,,,32.79,,,,,,
NS648,"1-1/2""",68093,IPF-T-M1,,,,,31.54,,,,,,
NS649,"1-1/2""",68098,IPF-S-M1,,,,,31.54,,,,,,
NS650,"1/2"" x 10""",723136P,FHB-1 ,"10""",,,6,30.66,,,,,,
NS651,"3/4""",379112,LF777SI,,,,10,29.97,,,,,,
NS652,"1/2""",72206,LF7RU2-U2,,,,12,29.3,,,,,,
NS653,"6""",,12706,"6"" GRADE RING",,,1,28.9,,,,,,
NS654,"1/2"" x 8""",723134P,FHB-1 ,"8""",,,6,28.1,,,,,,
NS655,,,,1500MM MANHOLE BARREL GASKETS,,,,28,,,,,,
NS656,"1""",72205,LF7RU2-U2,,,,12,27.24,,,,,,
NS657,"3/4""",67790,PIPF-T,,,,,26.49,,,,,,
NS658,"3/4""",67793,PIPF-S,,,,,26.49,,,,,,
NS659,,,,MANHOLE SPACER - 635MM ACCESS x 75MM,,,,26.4,,,,,45,
NS660,,,,MANHOLE SPACER - 635MM ACCESS x 100MM,,,,26.4,,,,,78,
NS661,"3/4""",72204,LF7RU2-U2,,,,12,26.09,,,,,,
NS662,"1""",750162,LF #15M2-C,,, ,12,25.79,,,,,,
NS663,"1""",220075,77SCI,,,,8,25.74,,,,,,
NS664,,,,1350MM MANHOLE BARREL GASKETS,,,,25.6,,,,,,
NS665,"1/2"" x 6""",723011,FHB-1 ,"6""",,,6,25.47,,,,,,
NS666,"1-1/4""",68092,IPF-T-M1,,,,,25.22,,,,,,
NS667,"1-1/4""",68097,IPF-S-M1,,,,,25.22,,,,,,
NS668,"1-1/4""",555105,LFFBV-3C,,,,,25.01,,,,,,
NS669,"1-1/4""",555113,LFFBVS-3C,,,,,25.01,,,,,,
NS670,"4""",,12701,"4"" GRADE RING",,,1,25,,,,,,
NS671,"1/2"" x 4""",723010,FHB-1 ,"4""",,,6,24.02,,,,,,
NS672,,,,1200MM MANHOLE BARREL GASKETS,,,,24,,,,,,
NS673,"1""",792040,LF228A,,,,,23.3,,,,,,
NS674,"12""",,16190,"37 SERVICE BOX 12"" RISER SECTION",,,,22,,,,,99,
NS675,"1-1/2""",220079,77S1,,,,4,21.69,,,,,,
NS676,"1/2""",67777,IPF-T-M1,,,,,21.66,,,,,,
NS677,"1/2""",67783,IPF-S-M1,,,,,21.66,,,,,,
NS678,"3""",,12696,"3"" GRADE RING",,,1,21.2,,,,,,
NS679,,,16382,37 SERVICE BOX BOLD-DOWN DEVICE 1 PER 37 BOX,,,,20.9,,,,,1,
NS680,,,16382,266 SERVICE BOX BOLD-DOWN DEVICE 2 PER 266 BOX,,,,20.9,,,,,1,
NS681,,,16382,5686 SERVICE BOX BOLD-DOWN DEVICE 2 PER 5686 BOX,,,,20.9,,,,,1,
NS682,,,,MANHOLE SPACER - 635MM ACCESS x 50MM,,,,20.8,,,,,38,
NS683,"1/2""",379111,LF777SI,,,,8,20.36,,,,,,
NS684,"1""",68091,IPF-T-M1,,,,,20.18,,,,,,
NS685,"1""",68096,IPF-S-M1,,,,,20.18,,,,,,
NS686,"3/4""",792039,LF228A,,,,,20.13,,,,,,
NS687,,,,LPS TAGS,,,,20,,,,,,
NS688,,,,1050MM MANHOLE BARREL GASKETS,,,,20,,,,,,
NS689,"6""",,16196,"37 SERVICE BOX 6"" RISER SECTION",,,,19.6,,,,,55,
NS690,"2""",,12691,"2"" GRADE RING",,,1,19.3,,,,,,
NS691,"2""",,12689,"2"" D GRADE RING",,,1,19.3,,,,,,
NS692,,,12880,LADDER RUNGS,,,1,19.3,,,,,1,
NS693,"1/2""",792038,LF228A,,,,,18.05,,,,,,
NS694,"3/4""",750161,LF #15M2-B,,, ,24,16.88,,,,,,
NS695,"3/4""",68090,IPF-T-M1,,,,,16.4,,,,,,
NS696,"3/4""",68095,IPF-S-M1,,,,,16.4,,,,,,
NS697,,61983,8P,Bronze,,,6,16.02,,,,,,
NS698,"1""",555104,LFFBV-3C,,,,,15.35,,,,,,
NS699,"1""",555112,LFFBVS-3C,,,,,15.35,,,,,,
NS700,,61868,8P,Plastic,,,6,15.11,,,,,,
NS701,"1/2""",750160,LF #15M2-A,,, ,24,14.96,,,,,,
NS702,"3/4""",138516,N36,,,,24,12.97,,,,,,
NS703,,342694,M335,Pressure Relief Valve,, ,12,10.64,,,,,,
NS704,"3/4""",555103,LFFBV-3C,,,,,10.03,,,,,,
NS705,"3/4""",555111,LFFBVS-3C,,,,,10.03,,,,,,
NS706,"3/4""",220073,77SCI,,,,10,9.65,,,,,,
NS707,"3""",66133,L100XL-3,150 PSI,, ,50,9.04,,,,,,
NS708,"3""",66134,L100XL-3,125 PSI,, ,50,9.04,,,,,,
NS709,"4""",66165,100XL-4,125 PSI,, ,50,9.04,,,,,,
NS710,"4""",66166,100XL-4,150 PSI,, ,50,9.04,,,,,,
NS711,"1/2""",138515,N36,,,,24,8.61,,,,,,
NS712,,,13111,SET OF CURB PINS,,,,8.6,,,,,,
NS713,"1/2""",5600001,77SCI,,,,10,7.28,,,,,,
NS714,"1/2""",555102,LFFBV-3C,,,,,6.99,,,,,,
NS715,"1/2""",555110,LFFBVS-3C,,,,,6.99,,,,,,
NS716,"1/4""",555100,LFFBV-3C,,,,,5.69,,,,,,
NS717,"3/8""",555101,LFFBV-3C,,,,,5.69,,,,,,
NS718,,,16199,37 SERVICE BOX BRICKS,,,,4.3,,,,,3,
NS719,"2-1/2""",,CORE-RS-0064,"CORE 2-1/2"" FOR 6"" WALL",,,,,,,,,,
NS720,"3-1/2""",,CORE-RS-0089,"CORE 3-1/2"" FOR 6"" WALL",,,,,,,,,,
NS721,"7""",,CORE-RS-0178,"CORE 7"" FOR 6"" WALL",,,,,,,,,,
NS722,"22""",,CORE-RS-0560,"CORE 22"" FOR 6"" WALL",,,,,,,,,,
NS723,"32""",,CORE-RS-0813,"CORE 32"" FOR 6"" WALL",,,,,,,,,,
NS724,"34""",,CORE-RS-0864,"CORE 34"" FOR 6"" WALL",,,,,,,,,,
NS725,"36""",,CORE-RS-0914,"CORE 36"" FOR 6"" WALL",,,,,,,,,,
NS726,"40""",,CORE-RS-1016,"CORE 40"" FOR 6"" WALL",,,,,,,,,,
NS727,"2-1/2""",,CORE-RS-0064,"CORE 2-1/2"" FOR 12"" WALL",,,,,,,,,,
NS728,"3-1/2""",,CORE-RS-0089,"CORE 3-1/2"" FOR 12"" WALL",,,,,,,,,,
NS729,"7""",,CORE-RS-0178,"CORE 7"" FOR 12"" WALL",,,,,,,,,,
NS730,"22""",,CORE-RS-0560,"CORE 22"" FOR 12"" WALL",,,,,,,,,,
NS731,"32""",,CORE-RS-0813,"CORE 32"" FOR 12"" WALL",,,,,,,,,,
NS732,"34""",,CORE-RS-0864,"CORE 34"" FOR 12"" WALL",,,,,,,,,,
NS733,"36""",,CORE-RS-0914,"CORE 36"" FOR 12"" WALL",,,,,,,,,,
NS734,"40""",,CORE-RS-1016,"CORE 40"" FOR 12"" WALL",,,,,,,,,,
NS735,,,,900MM MANHOLE BARREL GASKETS,,,,,,,,,,
NS736,"3-1/2""",,,"3-1/2"" VIC TEE PAINTED",,,,,,0.18,,,,
NS737,"4-1/2""",,,"4-1/2"" VIC TEE PAINTED",,,,,,0.18,,,,
NS738,"3-1/2""",,,"3-1/2"" VIC TEE GALV",,,,,,0.18,,,,
NS739,"4-1/2""",,,"4-1/2"" VIC TEE GALV",,,,,,0.18,,,,
NS740,"14""",,,"14"" VIC TEE GALV",,,,,,0.18,,,,
NS741,"16""",,,"16"" VIC TEE GALV",,,,,,0.18,,,,
NS742,"18""",,,"18"" VIC TEE GALV",,,,,,0.18,,,,
NS743,"20""",,,"20"" VIC TEE GALV",,,,,,0.18,,,,
NS744,"24""",,,"24"" VIC TEE GALV",,,,,,0.18,,,,
